23.200.24.250,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.66.57.138,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.49.58.88,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.204.93.33,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
107.190.160.222,80,,,Apache/2.2.15 (CentOS),text/html; charset=UTF-8,NA,US,43.1616,-77.6068
208.79.237.141,80,,,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,text/html,NA,US,41.8745,-87.6503
172.233.87.26,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.2.145.81,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
209.200.114.151,80,,,,text/html,NA,US,33.7248,-112.0889
23.0.207.222,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.11.182.213,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
97.74.200.197,80,,,Microsoft-HTTPAPI/2.0,text/html; charset=us-ascii,NA,US,33.6119,-111.8906
74.208.162.112,80,,,Microsoft-HTTPAPI/2.0,text/html; charset=us-ascii,NA,US,40.0548,-75.4083
96.6.105.145,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.13.137.100,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.0.155.149,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.39.180.234,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.197.170.76,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.22.90.17,80,,,Apache/2.2.22 (Ubuntu),text/html; charset=utf-8,NA,US,39.0437,-77.4875
70.90.212.213,80,,,SonicWALL,,NA,US,40.5622,-111.9297
23.43.224.42,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.209.109.60,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
23.249.219.64,80,,,Apache/2.2.15 (CentOS),text/html; charset=UTF-8,NA,US,36.1113,-115.2791
64.147.225.227,80,,,NET-DK/1.0,text/html,NA,US,38.1142,-82.6032
172.233.14.109,80,,,AkamaiGHost,text/html,NA,US,42.3626,-71.0843
67.63.209.142,80,,,cisco-IOS,,NA,US,30.5021,-90.7479
